Country,year,Urban population growth (annual %),Rural population growth (annual %),Mobile cellular subscriptions (per 100 people),Fixed broadband subscriptions (per 100 people),"Foreign direct investment, net inflows (% of GDP)","GNI per capita, Atlas method (current US$)","Primary education, duration (years)","Inflation, consumer prices (annual %)",Access to electricity (% of population),People using at least basic drinking water services (% of population),Life Ladder,Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption,suicides_no,suicides/100k pop,gdp_per_capita ($),sex,age,generation
Colombia,2010,1.58381585295555,-0.597283006509589,96.8630146,5.755972422,2.24735765097219,5510.0,5.0,2.27118326422564,96.788995,94.5915792213975,6.4079999999999995,9.384,0.893,65.7,0.816,-0.05,0.815,175.58333333333334,5.603333333333334,6836.0,0.0,4.0,5.0
Colombia,2011,1.53306924667153,-0.639605220502385,99.55561322,7.214789882000001,4.379310239202161,6200.0,5.0,3.41758959146978,96.6936,95.0148874111463,6.4639999999999995,9.442,0.904,65.92,0.8109999999999999,-0.073,0.847,170.33333333333334,5.239999999999999,7885.0,0.0,5.0,5.0
Colombia,2012,1.48413000556941,-0.6858055995722011,104.6604421,8.401307766,4.05838362425873,7150.0,5.0,3.16732560328694,97.032176,95.4325244945252,6.375,9.471,0.914,66.14,0.828,-0.009000000000000001,0.868,176.58333333333334,5.5375000000000005,8586.0,0.0,3.0,3.0
Colombia,2013,1.4359793278169,-0.725065332144179,106.2356297,9.584569675,4.24477806990275,7750.0,5.0,2.01809847891195,97.779418,95.8447295759616,6.607,9.512,0.9009999999999999,66.36,0.841,-0.071,0.898,172.33333333333334,5.2941666666666665,8731.0,0.0,5.0,5.0
Colombia,2014,1.39053903945647,-0.761297522006532,115.773299,10.52185379,4.24206473459086,8020.0,5.0,2.8978187442785495,97.790938,96.2309920693968,6.449,9.546,0.907,66.58,0.8009999999999999,-0.09,0.887,177.16666666666666,5.551666666666667,8591.0,0.0,3.0,3.0
Colombia,2015,1.34828320868802,-0.8001665755229649,118.8658902,11.45741715,3.99453009551371,7180.0,5.0,4.99023427513779,98.186898,96.52202968575529,6.388,9.564,0.89,66.8,0.7909999999999999,-0.1,0.843,194.33333333333334,5.866666666666666,6552.0,1.0,3.0,3.0
Costa Rica,2006,3.32965001350019,-2.3238741667676095,33.50628969,1.933882195,7.9688857617479005,5070.0,6.0,11.470763845317302,99.14752299999999,96.84575121437159,7.082000000000001,9.565,0.937,69.94,0.882,0.06,0.7979999999999999,29.166666666666668,8.402500000000002,5716.0,0.0,3.0,4.0
Costa Rica,2007,3.23248620694294,-2.42086463716154,34.51721479,2.174177228,8.38132876315385,5690.0,6.0,9.35702772845242,99.217998,97.2604319910762,7.432,9.63,0.9179999999999999,69.88,0.9229999999999999,0.098,0.82,22.5,6.279166666666668,6661.0,0.0,5.0,5.0
Costa Rica,2008,3.13265912208318,-2.53099347912279,42.59096044,2.481968652,7.95778773666401,6420.0,6.0,13.4246516302597,99.263937,97.6528767775893,6.851,9.662,0.9159999999999999,69.82,0.912,0.096,0.816,21.75,6.022499999999998,7517.0,1.0,3.0,3.0
Costa Rica,2009,3.0110452166296398,-2.6304849008460898,43.453737,4.069592179,5.28301613201182,6540.0,6.0,7.842755588364009,99.40980400000001,98.0235154441378,7.615,9.639,0.9,69.76,0.8859999999999999,0.065,0.787,23.166666666666668,6.447500000000001,7403.0,0.0,5.0,5.0
Costa Rica,2010,2.8940163127748,-2.7631837485727204,68.82682695,8.718098775,5.11669874348255,7230.0,6.0,5.6626512615844,98.995734,98.3732423015119,7.271,9.675,0.915,69.7,0.8809999999999999,0.047,0.763,25.916666666666668,7.029166666666668,8906.0,0.0,5.0,5.0
Costa Rica,2011,2.7726782310273794,-2.8804788617119104,90.27476299,9.124755406,6.467331665153139,8060.0,6.0,4.87814681128373,99.232348,98.7025542670783,7.229,9.705,0.892,69.9,0.9259999999999999,-0.033,0.8370000000000001,26.333333333333332,7.485833333333335,9978.0,0.0,3.0,3.0
Costa Rica,2012,2.62795507069093,-2.89488702059681,115.5552433,9.638638609,5.8018371264289295,9210.0,6.0,4.49555956623728,99.503298,99.01146906497499,7.272,9.74,0.902,70.1,0.929,0.046,0.794,25.166666666666668,6.7299999999999995,10832.0,0.0,5.0,5.0
Costa Rica,2013,2.49232189127965,-2.8926172530451804,151.1129417,10.30262827,6.44362106588386,9810.0,6.0,5.23118948850084,99.563517,99.30144497049909,7.1579999999999995,9.751,0.902,70.3,0.898,0.018000000000000002,0.813,25.916666666666668,7.438333333333333,11443.0,0.0,3.0,3.0
Costa Rica,2014,2.3683220317467404,-2.87511994889668,147.5628235,10.85294504,6.41022687907508,10170.0,6.0,4.519346497512481,99.359291,99.5633566542252,7.247000000000001,9.775,0.914,70.5,0.927,0.01,0.7879999999999999,22.333333333333332,5.904166666666666,11485.0,1.0,3.0,3.0
Croatia,2007,0.286028713681515,-0.391631744252197,115.4120817,8.872682225,7.60040146269578,12720.0,4.0,2.89928275583392,100.0,99.0528477777778,5.821000000000001,10.162,0.91,67.12,0.662,-0.092,0.934,64.58333333333333,20.2875,14204.0,1.0,3.0,3.0
Croatia,2009,0.20097993435686104,-0.477574092555459,107.6923874,16.52476663,5.097375192661,14220.0,4.0,2.3785284590467404,100.0,99.2113976666666,5.433,10.104,0.861,67.64,0.5489999999999999,-0.271,0.958,65.83333333333333,21.190833333333334,14872.0,0.0,3.0,3.0
Croatia,2010,0.0782445394894119,-0.600750996432703,113.867324,19.35841917,2.3796928419411696,14190.0,4.0,1.03055505333573,100.0,99.28899344444442,5.596,10.091000000000001,0.7959999999999999,67.9,0.564,-0.237,0.973,64.66666666666667,20.164166666666667,14232.0,1.0,3.0,3.0
Croatia,2011,-0.042936131160119,-0.718356315936943,118.5879907,20.69923964,2.27164423386045,14090.0,4.0,2.2727272727272703,100.0,99.3653555555555,5.385,10.091000000000001,0.79,68.0,0.517,-0.198,0.977,58.5,18.425833333333333,14890.0,0.0,3.0,3.0
Croatia,2012,0.0263886946453169,-0.718340098600139,115.7062939,21.39454061,2.59087914777623,13480.0,4.0,3.41207349081366,100.0,99.44037,6.028,10.072000000000001,0.7759999999999999,68.1,0.542,-0.242,0.924,64.66666666666667,19.9175,13952.0,0.0,3.0,3.0
Croatia,2013,0.0811490889940271,-0.729001579910278,110.36066149999999,22.31798263,1.6119467359450002,13560.0,4.0,2.2165820642978,100.0,99.51394877777771,5.885,10.068999999999999,0.7509999999999999,68.2,0.627,-0.204,0.9359999999999999,57.666666666666664,17.524999999999995,14362.0,0.0,3.0,3.0
Croatia,2014,-0.0185618451682002,-0.8984465618302421,104.7872559,23.12336745,6.86625275078558,13290.0,4.0,-0.215196159576215,100.0,99.5860035555555,5.381,10.072000000000001,0.6459999999999999,68.3,0.519,0.132,0.9179999999999999,60.166666666666664,18.503333333333334,14299.0,1.0,3.0,3.0
Croatia,2015,-0.410081982186149,-1.35186532914691,104.24087159999999,23.28166371,0.321212932112377,12970.0,4.0,-0.46449900464500204,100.0,99.58590088888892,5.205,10.104,0.768,68.4,0.6940000000000001,-0.096,0.8490000000000001,61.583333333333336,19.139999999999997,12351.0,1.0,3.0,3.0
Cyprus,2006,1.5123907697817,2.17191468538405,82.77911008,6.017662647000001,9.32801589247908,25600.0,6.0,2.30269927427547,100.0,100.0,6.2379999999999995,10.565999999999999,0.878,71.44,0.836,0.018000000000000002,0.7120000000000001,1.5833333333333333,2.3033333333333332,28600.0,1.0,5.0,5.0
Cyprus,2009,1.3027369907898703,1.96199150070072,121.1152274,21.80944121,10.9109179175428,31260.0,6.0,0.32627665224981,100.0,100.0,6.832999999999999,10.558,0.812,72.16,0.775,0.054000000000000006,0.8009999999999999,2.6666666666666665,4.6275,33816.0,1.0,3.0,3.0
Cyprus,2010,1.10160855015614,1.75956635524109,124.9330675,23.49341549,53.1909254794059,31300.0,6.0,2.43004084102253,100.0,100.0,6.3870000000000005,10.550999999999998,0.8220000000000001,72.4,0.755,0.073,0.833,3.1666666666666665,4.906666666666666,32477.0,1.0,3.0,3.0
Cyprus,2011,0.878145084285249,1.53893801956824,128.4975265,24.98810365,-43.4628185558188,31480.0,6.0,3.28975374898228,100.0,100.0,6.69,10.53,0.8440000000000001,72.54,0.745,0.18,0.841,2.5,3.6483333333333334,34249.0,1.0,3.0,3.0
Cyprus,2012,0.689775745947386,1.34890976644267,128.5953235,25.53304781,198.07427461007998,28940.0,6.0,2.38875240108246,100.0,100.0,6.181,10.479000000000001,0.767,72.68,0.725,0.098,0.871,3.0,3.5749999999999993,30752.0,1.0,5.0,5.0
Cyprus,2013,0.590691079286765,1.15341594173226,127.5810419,26.591832,-25.016718724055,27220.0,6.0,-0.39935767646440795,100.0,100.0,5.439,10.414000000000001,0.7440000000000001,72.82,0.6559999999999999,0.102,0.867,3.75,5.384166666666668,29624.0,1.0,3.0,3.0
Cyprus,2014,0.574794442229709,1.0547526814655401,130.1924519,28.55262541,-3.22860667859957,26670.0,6.0,-1.3549888544631499,100.0,100.0,5.627000000000001,10.405999999999999,0.77,72.96,0.715,0.06,0.868,3.6666666666666665,4.758333333333334,29024.0,1.0,3.0,3.0
Cyprus,2015,0.623244751025208,1.00752891489882,131.7901791,30.91448227,41.191324187277104,26380.0,6.0,-2.09699769053116,100.0,100.0,5.439,10.445,0.77,73.1,0.628,0.114,0.893,3.3333333333333335,4.132499999999999,24718.0,1.0,5.0,5.0
Czech Republic,2005,0.044623474377798,0.400048708814011,114.79504740000002,6.91217425,10.074915745156801,12390.0,5.0,1.85709789109223,100.0,99.8282001096705,6.439,10.324000000000002,0.919,67.0,0.865,-0.04466666666666667,0.9009999999999999,130.41666666666666,16.116666666666664,13961.0,0.0,3.0,4.0
Czech Republic,2007,0.4883015123797829,0.847673363307721,127.73158070000001,14.45186667,7.3010998946738805,15740.0,5.0,2.8531243721117203,100.0,99.83950013869959,6.5,10.437000000000001,0.9,67.44,0.799,-0.063,0.9279999999999999,114.91666666666667,14.231666666666667,19273.0,0.0,3.0,3.0
Czech Republic,2010,0.197209093679863,0.5497020055098979,122.75767759999998,21.4608734,4.900684090729389,19280.0,5.0,1.4727272727272902,100.0,99.85659773802321,6.25,10.419,0.934,68.1,0.779,-0.042,0.9259999999999999,125.16666666666667,14.635,20862.0,0.0,3.0,3.0
Czech Republic,2011,0.111145922134052,0.468135387787898,124.59130559999998,23.74082374,1.8375814071146799,19420.0,5.0,1.9172191363554698,100.0,99.8623351548337,6.331,10.435,0.914,68.24,0.787,-0.106,0.95,132.5,15.519999999999998,23010.0,0.0,3.0,3.0
Czech Republic,2012,0.156317297473518,0.0951749906530097,127.72469,25.09720873,4.54882936324756,19350.0,5.0,3.28762306610408,100.0,99.86809229234609,6.334,10.425999999999998,0.912,68.38,0.74,-0.154,0.9570000000000001,138.16666666666666,16.3525,20898.0,0.0,3.0,3.0
Czech Republic,2013,0.160148205378629,-0.314421842774336,129.4947813,26.95901762,3.5136068505345697,19270.0,5.0,1.43829787234043,100.0,99.87388402123699,6.6979999999999995,10.42,0.888,68.52,0.726,-0.156,0.9159999999999999,131.41666666666666,15.505833333333335,21073.0,0.0,3.0,3.0
Czech Republic,2014,0.233456972799232,-0.24728219798617102,131.2739149,28.25692931,3.89217924218107,18800.0,5.0,0.34398858964678397,100.0,99.8797031521929,6.484,10.446,0.878,68.66,0.8,-0.168,0.897,124.08333333333333,14.607499999999995,20859.0,1.0,3.0,3.0
Czech Republic,2015,0.323237456440875,-0.153432423483049,117.45430549999999,27.7884962,0.909872695798491,18260.0,5.0,0.309364548494974,100.0,99.87968018825322,6.608,10.495999999999999,0.9109999999999999,68.8,0.8079999999999999,-0.146,0.8859999999999999,115.58333333333333,14.239166666666664,18703.0,1.0,3.0,3.0
Denmark,2005,0.6138415379888771,-1.7542006762253899,100.5072946,24.78658916,4.85770110272495,49610.0,6.0,1.81781458291257,100.0,100.0,8.019,10.850999999999999,0.972,69.6,0.971,0.056499999999999995,0.237,52.583333333333336,13.685833333333333,51960.0,0.0,3.0,4.0
Denmark,2007,0.669712104371388,-0.9692403304933921,115.3208334,34.79992622,3.69711474562684,55740.0,6.0,1.69326586220319,100.0,100.0,7.834,10.890999999999998,0.9540000000000001,69.92,0.932,0.24,0.20600000000000002,48.416666666666664,11.663333333333332,62229.0,0.0,3.0,3.0
Denmark,2008,0.8121043264504569,-0.837858836427194,119.2657784,36.48155306,0.62010672315633,60390.0,6.0,3.41626794258375,100.0,100.0,7.971,10.88,0.9540000000000001,70.08,0.97,0.272,0.248,50.25,11.920833333333333,68447.0,1.0,3.0,3.0
Denmark,2009,0.7279907662266509,-0.708502319928255,123.65418500000001,36.60053195,1.17390208317931,60090.0,6.0,1.3047099102433601,100.0,100.0,7.683,10.824000000000002,0.9390000000000001,70.24,0.9490000000000001,0.264,0.20600000000000002,51.833333333333336,12.058333333333332,61863.0,0.0,3.0,3.0
Denmark,2010,0.606766049074667,-0.6178218502915429,115.5890246,38.02817865,-3.6546682777871604,61220.0,6.0,2.31092436974789,100.0,100.0,7.771,10.839,0.975,70.4,0.9440000000000001,0.242,0.175,46.916666666666664,10.835,61711.0,1.0,3.0,3.0
Denmark,2011,0.5982140628801329,-0.822679883294614,128.48554860000002,38.38967858,3.9415023616622102,61990.0,7.0,2.75868226051246,100.0,100.0,7.787999999999999,10.847999999999999,0.9620000000000001,70.62,0.935,0.298,0.22,49.083333333333336,10.5275,65598.0,1.0,3.0,3.0
Denmark,2012,0.5888078794187379,-1.05235438166474,129.9803588,38.84649934,-4.9976709954260095,61650.0,7.0,2.3979148566463904,100.0,100.0,7.52,10.845999999999998,0.951,70.84,0.9329999999999999,0.139,0.187,55.083333333333336,11.934166666666664,62071.0,0.0,3.0,3.0
Denmark,2013,0.5888704896034711,-0.7564381169755541,124.714087,40.30639874,0.19801218404096202,63200.0,7.0,0.7890717800780609,100.0,100.0,7.5889999999999995,10.850999999999999,0.965,71.06,0.92,0.215,0.17,50.833333333333336,11.212499999999999,64831.0,1.0,3.0,3.0
Denmark,2014,0.6421394017860179,-0.42582539802175606,126.4184626,41.34524288,1.8633052745541698,63670.0,7.0,0.564020540449518,100.0,100.0,7.507999999999999,10.862,0.956,71.28,0.9420000000000001,0.11800000000000001,0.237,52.416666666666664,11.4775,66114.0,1.0,3.0,3.0
Denmark,2015,0.8390472384607031,-0.21923653629495102,124.44416509999998,42.27616351,0.611475249694787,60270.0,7.0,0.452034153691623,100.0,100.0,7.513999999999999,10.878,0.96,71.5,0.941,0.222,0.191,47.0,10.118333333333334,55972.0,1.0,3.0,3.0
Ecuador,2006,1.99385241965575,1.1635416339415101,60.74861034,0.32933643,0.5799508511423129,3120.0,6.0,3.29874846258218,96.315259,86.9473692116542,5.024,9.186,0.91,66.08,0.6709999999999999,-0.091,0.9009999999999999,75.0,7.7558333333333325,3759.0,1.0,3.0,4.0
Ecuador,2007,2.00713097675669,1.17091042212936,69.97296742,0.703955023,0.38008425054477507,3330.0,6.0,2.2761847800212003,96.812618,87.5763108297937,4.996,9.191,0.8390000000000001,66.26,0.67,-0.063,0.83,83.75,7.9975,4024.0,0.0,5.0,5.0
Ecuador,2008,2.00507351666071,1.17144146879758,80.87509159,1.07975311,1.7114490341204198,3880.0,6.0,8.400095939874621,97.206576,88.20524064584049,5.297000000000001,9.236,0.8290000000000001,66.44,0.64,-0.094,0.8009999999999999,77.33333333333333,7.940833333333333,4787.0,0.0,5.0,5.0
Ecuador,2009,1.9853207403281399,1.1542295879256201,90.13348399,1.642015414,0.49352277634439795,4090.0,6.0,5.15996829181046,96.470862,88.8341573153841,6.022,9.225,0.779,66.62,0.737,-0.10800000000000001,0.774,80.33333333333333,7.854166666666667,4762.0,0.0,3.0,3.0
Ecuador,2010,1.9548323131921101,1.1220016900668401,98.96911151,1.4819189419999999,0.238423471137228,4420.0,6.0,3.55437734567846,97.462142,89.46324875825,5.837999999999999,9.244,0.8390000000000001,66.8,0.723,-0.063,0.8059999999999999,76.0,6.790833333333332,5206.0,0.0,3.0,3.0
Ecuador,2011,1.8682696245174302,1.17933256516231,101.0236303,4.341487697,0.812436253230716,4900.0,6.0,4.474532657958361,96.872699,90.0925149744379,5.795,9.304,0.818,66.96,0.7879999999999999,-0.155,0.7020000000000001,76.5,6.816666666666666,5836.0,0.0,4.0,0.0
Ecuador,2012,1.8016597942249901,1.21444940489713,106.72565800000001,5.471610085,0.645425355696334,5410.0,6.0,5.1017218095867,97.194929,90.7234772480174,5.961,9.344,0.785,67.12,0.825,-0.084,0.73,81.33333333333333,7.0733333333333315,6364.0,0.0,4.0,0.0
Ecuador,2013,1.77374890285166,1.18562773915379,106.15936599999999,6.7582915020000005,0.7642550324535671,5830.0,6.0,2.72177577710365,98.034674,91.3559557256246,6.019,9.377,0.8009999999999999,67.28,0.787,-0.191,0.6459999999999999,56.333333333333336,5.240000000000001,6769.0,0.0,3.0,3.0
Ecuador,2014,1.74584643060462,1.1611412038898898,104.4181604,8.297916785,0.7591642581615551,6130.0,6.0,3.58922016616669,98.976067,91.9901508749127,5.946000000000001,9.399,0.831,67.44,0.7190000000000001,-0.16699999999999998,0.6609999999999999,61.166666666666664,5.501666666666668,7116.0,0.0,5.0,5.0
Ecuador,2015,1.7219661461569,1.13205936836722,80.17527227,9.214309287,1.33194205117158,6000.0,6.0,3.96664623255354,98.82588299999999,92.609932220147,5.9639999999999995,9.384,0.856,67.6,0.8009999999999999,-0.114,0.6659999999999999,89.41666666666667,8.115833333333333,6832.0,0.0,3.0,3.0
El Salvador,2006,1.32589129791011,-0.959992493246022,63.59489789,1.0151774679999999,1.50707320021972,2580.0,6.0,4.0371235942961095,89.20146700000001,85.4138222392209,5.7010000000000005,8.873,0.878,62.92,0.6829999999999999,-0.055999999999999994,0.807,34.25,8.297500000000001,2947.0,0.0,3.0,4.0
El Salvador,2007,1.3842734796133798,-1.1198047974951202,100.8861054,1.4754889269999998,9.114346954139801,2690.0,6.0,4.5780857237715304,91.10955799999999,86.3588568422185,5.296,8.887,0.7170000000000001,63.24,0.639,-0.015,0.785,41.75,10.595000000000002,3111.0,1.0,3.0,3.0
El Salvador,2008,1.86978890565173,-2.01834765713369,113.753856,2.0206696859999997,5.02060217626773,2880.0,6.0,6.70792293515938,91.000227,87.2858688594934,5.191,8.908,0.747,63.56,0.636,-0.078,0.735,40.833333333333336,10.485,3271.0,0.0,4.0,5.0
El Salvador,2009,1.83158250969091,-2.04598994443702,123.2834404,2.434402494,2.09486447153489,2830.0,6.0,1.05595029731201,91.08402,88.19495043202521,6.8389999999999995,8.883,0.7340000000000001,63.88,0.6709999999999999,-0.10300000000000001,0.648,42.166666666666664,10.343333333333334,3184.0,1.0,3.0,3.0
El Salvador,2010,1.8013643356125302,-2.0762830826894096,124.91164909999999,2.843221957,-0.613406113006433,2890.0,6.0,1.17933576873676,91.580238,89.0864669935351,6.74,8.9,0.757,64.2,0.669,-0.064,0.6940000000000001,33.25,8.16,3318.0,1.0,3.0,3.0
El Salvador,2011,1.77708523005413,-2.1072640443041797,134.29260269999997,3.3265725319999997,0.60393073662477,3070.0,6.0,5.12892376681616,92.574686,89.9605868170283,4.7410000000000005,8.933,0.731,64.4,0.747,-0.126,0.7070000000000001,40.416666666666664,9.621666666666668,3631.0,0.0,4.0,0.0
El Salvador,2012,1.7534723081476498,-2.13097290423176,139.02359750000002,3.8915034060000004,2.0112391767347,3220.0,6.0,1.72973481581381,93.680571,90.8180848840625,5.934,8.956,0.8059999999999999,64.6,0.6829999999999999,-0.155,0.7859999999999999,42.666666666666664,10.261666666666667,3806.0,0.0,4.0,0.0
El Salvador,2013,1.72927452686998,-2.14789009212291,143.8525003,4.550282309,1.1155963721086102,3360.0,6.0,0.7576691845229,95.04310500000001,91.65894753333201,6.325,8.974,0.8270000000000001,64.8,0.716,-0.15,0.772,40.333333333333336,9.671666666666665,3885.0,0.0,5.0,5.0
El Salvador,2014,1.7095178634411898,-2.17130314457622,146.3630851,5.077303038999999,2.24165204150081,3420.0,6.0,1.1413446753823,95.125416,92.483737359274,5.857,8.986,0.7979999999999999,65.0,0.778,-0.19399999999999998,0.7809999999999999,32.166666666666664,8.486666666666666,3965.0,1.0,3.0,3.0
Estonia,2006,-0.7760881251470729,-0.18100750002758,122.93068170000001,18.29100635,13.040733825276199,11500.0,6.0,4.437620423892111,100.0,99.3343581109128,5.371,10.27,0.91,64.86,0.7490000000000001,-0.264,0.797,20.583333333333332,20.219166666666666,13264.0,0.0,3.0,4.0
Estonia,2007,-0.642967542479925,-0.0492074767440374,125.130871,19.71241124,15.420396754539599,13500.0,6.0,6.60132603055634,100.0,99.3684021597532,5.332000000000001,10.347000000000001,0.8959999999999999,65.32,0.7120000000000001,-0.24600000000000002,0.743,20.916666666666668,22.087500000000002,17504.0,1.0,3.0,3.0
Estonia,2008,-0.455241457878645,0.13715282390983197,121.25479209999999,21.99427937,7.742610752154531,15070.0,6.0,10.3623580313683,100.0,99.4027402284517,5.452000000000001,10.298,0.904,65.78,0.642,-0.217,0.6629999999999999,20.166666666666668,20.380833333333335,19141.0,1.0,3.0,3.0
Estonia,2009,-0.38018857871275397,0.21080096800469197,117.5701998,23.47791261,9.492747023798971,14470.0,6.0,-0.0784083112810205,100.0,99.43737231700821,5.138,10.144,0.8740000000000001,66.24,0.611,-0.23,0.7929999999999999,22.416666666666668,20.722499999999997,15609.0,1.0,3.0,3.0
Estonia,2011,-0.493242835001277,0.0999923618573363,135.95365719999998,26.26717322,4.82755814495961,15870.0,6.0,4.981901314536099,100.0,99.50749218735409,5.487,10.248,0.909,66.96,0.735,-0.168,0.687,18.166666666666668,19.105,18545.0,1.0,3.0,3.0
Estonia,2012,-0.34475460828661003,-0.38593348029904,150.93204640000002,26.37920078,7.7592920176217595,16900.0,6.0,3.9333998729697903,100.0,99.5429845632037,5.364,10.282,0.889,67.22,0.6970000000000001,-0.192,0.7929999999999999,19.75,20.13416666666667,18411.0,0.0,3.0,3.0
Estonia,2013,-0.138346706837646,-0.8191968140582719,145.8445322,27.31226732,4.370606686465121,18280.0,6.0,2.78056658954996,100.0,99.57894973121991,5.367000000000001,10.299000000000001,0.9009999999999999,67.48,0.754,-0.201,0.726,18.166666666666668,19.326666666666668,20221.0,0.0,3.0,3.0
Estonia,2014,-0.04667813837871201,-0.724501508331837,143.9327983,28.14172771,6.69146114493639,18910.0,6.0,-0.106175146521716,100.0,99.615322825054,5.556,10.331,0.917,67.74,0.773,-0.153,0.652,20.083333333333332,21.575833333333332,21117.0,0.0,3.0,3.0
Estonia,2015,0.280631504498476,-0.398762923664291,144.7209464,29.20420186,-3.11891669966987,18570.0,6.0,-0.49232600654733794,100.0,99.61450486451629,5.629,10.347999999999999,0.9179999999999999,68.0,0.815,-0.16399999999999998,0.569,16.25,17.115,18149.0,1.0,3.0,3.0
Finland,2006,0.542867277881872,-0.391367193822171,107.4358085,27.07685545,2.13879472350558,42740.0,6.0,1.56666380704384,100.0,100.0,7.672000000000001,10.745,0.965,69.76,0.9690000000000001,-0.005,0.132,88.5,19.48333333333333,43487.0,0.0,3.0,4.0
Finland,2008,0.6229246376073491,-0.315708964131932,128.3858236,30.41409409,6.83830482695777,49920.0,6.0,4.06595355358378,100.0,100.0,7.671,10.796,0.951,70.08,0.934,0.027999999999999997,0.217,86.08333333333333,18.357499999999998,56521.0,1.0,3.0,3.0
Finland,2010,0.8653858999230029,-1.62175325170225,156.361179,29.06193356,4.9339978634051604,49330.0,6.0,1.1841352315465001,100.0,100.0,7.393,10.734000000000002,0.935,70.4,0.9159999999999999,0.091,0.413,79.5,17.934166666666666,48939.0,0.0,3.0,3.0
Finland,2011,1.10967469180396,-2.9393687070121097,165.88603740000002,29.80010918,-2.1953692920589503,49910.0,6.0,3.41680754255211,100.0,100.0,7.354,10.754000000000001,0.938,70.64,0.9359999999999999,0.10099999999999999,0.32,76.0,16.967499999999998,53809.0,0.0,3.0,3.0
Finland,2012,1.10008671573527,-2.9479397686700297,172.178726,30.4379473,1.9215890080660099,48670.0,6.0,2.80833622561575,100.0,100.0,7.42,10.735,0.9279999999999999,70.88,0.9209999999999999,-0.001,0.361,72.75,15.584166666666667,50232.0,1.0,3.0,3.0
Finland,2013,0.7949133668869379,-1.4305496725645102,136.32009319999997,31.6410061,-1.8300263215359802,49220.0,6.0,1.47828615688804,100.0,100.0,7.445,10.722000000000001,0.941,71.12,0.919,0.04,0.306,73.91666666666667,16.4025,52572.0,1.0,3.0,3.0
Finland,2014,0.472281589887817,0.0768510388002855,139.2489757,32.20862913,6.3253891403021205,48990.0,6.0,1.04119621178439,100.0,100.0,7.385,10.714,0.9520000000000001,71.36,0.9329999999999999,-0.001,0.265,65.75,14.763333333333337,52832.0,1.0,3.0,3.0
Finland,2015,0.388059711338671,-0.00839884639868267,134.91875,31.55614245,7.23348572052164,46680.0,6.0,-0.20792883990521804,100.0,100.0,7.4479999999999995,10.716,0.948,71.6,0.93,0.111,0.223,60.916666666666664,13.432499999999997,44862.0,0.0,3.0,3.0
France,2005,1.07455325320471,-0.320426091622605,78.53166302,15.46692273,3.87860968653356,35990.0,5.0,1.74586936380481,100.0,99.9417854545454,7.093,10.642000000000001,0.94,71.3,0.895,0.0050000000000000044,0.688,892.75,19.340833333333332,38420.0,0.0,3.0,4.0
France,2006,1.0169348107779599,-0.388688127871526,83.87657249,20.63712425,3.40489610381677,37930.0,5.0,1.67512449608728,100.0,99.9506407272727,6.582999999999999,10.659,0.9440000000000001,71.48,0.789,0.126,0.6990000000000001,868.5833333333334,18.38583333333333,40097.0,0.0,3.0,4.0
France,2008,0.876564877493024,-0.550984285009687,93.00882838,28.60600652,2.3300299238383397,43490.0,5.0,2.81286194914787,100.0,99.9678021818182,7.007999999999999,10.674000000000001,0.935,71.84,0.833,-0.031,0.669,862.75,18.0175,49901.0,0.0,3.0,3.0
France,2009,0.833751391631552,-0.6169627644681279,92.39159417,31.66818481,0.6832221970021911,43740.0,5.0,0.0876204781574529,100.0,99.9761156363636,6.2829999999999995,10.639000000000001,0.9179999999999999,72.02,0.7979999999999999,-0.08199999999999999,0.654,874.9166666666666,18.02,45775.0,0.0,3.0,3.0
France,2010,0.8161027975809839,-0.664228280899994,91.68330775,33.85388487,1.4720269459961297,43840.0,5.0,1.5311227042092401,100.0,99.9842509090909,6.797999999999999,10.654000000000002,0.943,72.2,0.85,-0.10400000000000001,0.623,864.9166666666666,17.5975,44747.0,0.0,3.0,3.0
France,2011,0.8059635710972529,-0.69286333739417,94.43104231,35.91366493,1.5444053839990401,44350.0,5.0,2.11159795174997,100.0,99.9922123636364,6.959,10.671,0.9209999999999999,72.4,0.903,-0.102,0.627,867.3333333333334,17.598333333333336,48217.0,0.0,3.0,3.0
France,2012,0.8090603981229959,-0.7207323455204879,97.83174772,37.68077916,1.22774216144114,43380.0,5.0,1.95419531613507,100.0,100.0,6.649,10.669,0.937,72.6,0.841,-0.149,0.608,811.9166666666666,16.581666666666663,45002.0,0.0,3.0,3.0
France,2013,0.840065495313649,-0.7094353228559409,99.06771312,39.01757257,1.12374194969107,43780.0,5.0,0.863715497861826,100.0,100.0,6.667000000000001,10.669,0.9079999999999999,72.8,0.878,-0.125,0.6990000000000001,800.0,16.0275,46922.0,0.0,3.0,3.0
France,2014,0.806567834774496,-0.7692638900483051,101.9229627,40.45605529,0.20369014435614802,43320.0,5.0,0.507758822937957,100.0,100.0,6.4670000000000005,10.674000000000001,0.878,73.0,0.8029999999999999,-0.11800000000000001,0.6559999999999999,740.0833333333334,14.963333333333333,47318.0,0.0,3.0,3.0
